"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"R3D GLOBAL LIMITED","R3D","Capital Goods","0.0300","0.0300","0.0300","-0.0100","5002"
"RACE ONCOLOGY LTD","RAC","Pharmaceuticals, Biotechnology & Life Sciences","0.3100","0.3250","0.3100","-0.0097","67022"
"RAFFLES CAPITAL LIMITED","RAF","Diversified Financials",,"","","",""
"RAMELIUS RESOURCES LIMITED","RMS","Materials","0.3920","0.3950","0.3900","0.0000","162191"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2006-1","RMM","Not Applic",,"","","",""
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-2H","RMH","Not Applic",,"","","",""
"RAMSAY HEALTH CARE LIMITED","RHC","Health Care Equipment & Services","62.9950","63.0300","62.8800","0.3087","53324"
"RAND MINING LIMITED","RND","Materials","3.0000","3.1600","3.0000","-0.1428","5000"
"RANGE INTERNATIONAL LIMITED","RAN","Materials","0.2750","0.2750","0.2600","0.0000","69998"
"RANGE RESOURCES LIMITED","RRS","Energy","0.0050","0.0050","0.0050","0.0000","123995"
"RAPTIS GROUP LIMITED","RPG","Real Estate",,"","","",""
"RAPTOR RESOURCES LIMITED","RPL","Class Pend",,"","","",""
"RAWSON OIL AND GAS LTD","RAW","Energy",,"0.0350","0.0350","0.0000","16000"
"RBR GROUP LIMITED","RBR","Materials","0.0080","0.0080","0.0080","0.0000","1250000"
"RCG CORPORATION LIMITED","RCG","Retailing","0.7920","0.7950","0.7900","-0.0030","101117"
"RCR TOMLINSON LIMITED","RCR","Capital Goods","4.2900","4.3000","4.2700","0.0000","47613"
"REA GROUP LTD","REA","Media","66.3800","66.5100","66.2600","-0.0929","59285"
"REAL ENERGY CORPORATION LIMITED","RLE","Energy","0.1000","0.1020","0.0980","0.0000","174965"
"REAL ESTATE INVESTAR GROUP LIMITED","REV","Software & Services","0.0380","0.0380","0.0380","0.0000","87979"
"REALM RESOURCES LIMITED","RRP","Materials",,"0.8600","0.8000","0.0000","325301"
"RECCE LIMITED","RCE","Pharmaceuticals, Biotechnology & Life Sciences","0.1850","0.1850","0.1850","0.0000","4637"
"RECKON LIMITED","RKN","Software & Services","1.2400","1.2450","1.2350","0.0000","5324"
"RECTIFIER TECHNOLOGIES LTD","RFT","Capital Goods","0.0230","0.0230","0.0230","0.0000","43478"
"RED 5 LIMITED","RED","Materials","0.0470","0.0470","0.0470","0.0010","46158"
"RED EMPEROR RESOURCES NL","RMP","Energy","0.0200","0.0200","0.0200","0.0000","150137"
"RED HILL IRON LIMITED","RHI","Materials","0.6200","0.6200","0.6200","0.0000","8571"
"RED METAL LIMITED","RDM","Materials","0.1750","0.1750","0.1750","0.0051","12677"
"RED MOUNTAIN MINING LIMITED","RMX","Materials","0.0160","0.0160","0.0160","0.0000","1080000"
"RED RIVER RESOURCES LIMITED","RVR","Materials","0.3200","0.3250","0.3150","0.0000","880009"
"RED SKY ENERGY LIMITED.","ROG","Energy","0.0050","0.0050","0.0050","-0.0008","20000"
"REDBANK COPPER LIMITED","RCP","Materials","0.0010","0.0010","0.0010","0.0000","2067"
"REDBUBBLE LIMITED","RBL","Software & Services","0.7300","0.7300","0.7300","-0.0147","3005"
"REDFLEX HOLDINGS LIMITED","RDF","Technology Hardware & Equipment","0.5100","0.5100","0.5100","0.0050","6750"
"REDFLOW LIMITED","RFX","Capital Goods","0.0900","0.0900","0.0900","0.0000","9078"
"REDHILL EDUCATION LIMITED","RDH","Consumer Services","1.7500","1.7500","1.7200","-0.0049","5964"
"REDSTONE RESOURCES LIMITED","RDS","Materials","0.0130","0.0130","0.0130","0.0011","72311"
"REECE LIMITED","REH","Capital Goods","43.2000","43.2000","43.0800","-0.0907","1212"
"REEDY LAGOON CORPORATION LIMITED","RLC","Materials","0.0200","0.0200","0.0200","0.0011","50000"
"REEF CASINO TRUST","RCT","Consumer Services","2.6800","2.6800","2.6800","0.0303","140"
"REFFIND LIMITED","RFN","Software & Services","0.0110","0.0110","0.0110","-0.0009","432792"
"REFRESH GROUP LIMITED","RGP","Food, Beverage & Tobacco",,"0.0560","0.0560","0.0032","10000"
"REGENEUS LTD","RGS","Pharmaceuticals, Biotechnology & Life Sciences","0.1400","0.1400","0.1400","-0.0048","25000"
"REGIONAL EXPRESS HOLDINGS LIMITED","REX","Transportation","1.4150","1.4200","1.4150","0.0000","10153"
"REGIS HEALTHCARE LIMITED","REG","Health Care Equipment & Services","3.6500","3.6600","3.6400","0.0099","41152"
"REGIS RESOURCES LIMITED","RRL","Materials","3.7200","3.7200","3.6900","0.0301","450962"
"REGISTRY DIRECT LIMITED","RD1","Class Pend",,"","","",""
"RELIANCE WORLDWIDE CORPORATION LIMITED","RWC","Capital Goods","3.6850","3.6900","3.6650","0.0052","308269"
"RENASCOR RESOURCES LIMITED","RNU","Energy","0.0260","0.0270","0.0260","0.0000","165668"
"RENT.COM.AU LIMITED","RNT","Software & Services","0.0760","0.0770","0.0760","0.0000","100000"
"RENU ENERGY LIMITED","RNE","Utilities","0.0150","0.0150","0.0150","-0.0009","7175"
"RESAPP HEALTH LIMITED","RAP","Health Care Equipment & Services","0.0800","0.0820","0.0800","0.0000","777719"
"RESMED INC","RMD","Health Care Equipment & Services","9.9000","9.9200","9.9000","0.0198","85055"
"RESOLUTE MINING LIMITED","RSG","Materials","1.0520","1.0550","1.0500","0.0000","448168"
"RESONANCE HEALTH LIMITED","RHT","Health Care Equipment & Services","0.0200","0.0200","0.0200","0.0000","17937"
"RESOURCE BASE LIMITED","RBX","Materials","0.0480","0.0480","0.0480","-0.0053","11129"
"RESOURCE DEVELOPMENT GROUP LIMITED","RDG","Materials","0.0180","0.0180","0.0180","0.0023","150000"
"RESOURCE GENERATION LIMITED","RES","Energy","0.0500","0.0500","0.0500","0.0000","3811"
"RESOURCE MINING CORPORATION LIMITED","RMI","Materials","0.0080","0.0080","0.0080","0.0000","50000"
"RESOURCES & ENERGY GROUP LIMITED","REZ","Materials","0.1250","0.1250","0.1250","0.0000","1380"
"RESPIRI LIMITED","RSH","Health Care Equipment & Services","0.0400","0.0400","0.0400","0.0000","512868"
"RETAIL FOOD GROUP LIMITED","RFG","Consumer Services","4.4350","4.4500","4.4200","-0.0098","67585"
"RETECH TECHNOLOGY CO., LIMITED","RTE","Consumer Services",,"","","",""
"REVA MEDICAL, INC","RVA","Health Care Equipment & Services","0.7200","0.7200","0.7200","0.0102","370"
"REVERSE CORP LIMITED","REF","Telecommunication Services","0.0720","0.0720","0.0720","-0.0029","1623"
"REWARD MINERALS LTD","RWD","Materials","0.2500","0.2500","0.2400","-0.0096","8500"
"REWARDLE HOLDINGS LIMITED","RXH","Software & Services","0.0140","0.0140","0.0140","0.0000","116641"
"REX MINERALS LIMITED","RXM","Materials","0.0640","0.0640","0.0640","-0.0010","12170"
"REY RESOURCES LIMITED","REY","Energy","0.3000","0.3000","0.3000","0.0051","18885"
"RHINOMED LIMITED","RNO","Pharmaceuticals, Biotechnology & Life Sciences","0.1800","0.1800","0.1800","0.0000","218"
"RHIPE LIMITED","RHP","Software & Services","0.6570","0.6600","0.6550","-0.0030","78918"
"RHS LIMITED","RHS","Pharmaceuticals, Biotechnology & Life Sciences","0.1200","0.1200","0.1200","-0.0092","7047"
"RIDLEY CORPORATION LIMITED","RIC","Food, Beverage & Tobacco","1.3650","1.3720","1.3500","0.0000","92089"
"RIEDEL RESOURCES LIMITED","RIE","Materials","0.0450","0.0450","0.0440","0.0000","220000"
"RIFT VALLEY RESOURCES LIMITED.","RVY","Materials","0.0290","0.0290","0.0290","0.0000","4000"
"RIGHTCROWD LIMITED","RCW","Class Pend",,"","","",""
"RIMFIRE PACIFIC MINING NL","RIM","Materials","0.0190","0.0190","0.0170","-0.0010","880003"
"RIO TINTO LIMITED","RIO","Materials","69.0350","69.3300","69.0100","-0.1450","284413"
"RISION LIMITED","RNL","Software & Services","0.0090","0.0100","0.0090","0.0000","1141828"
"RIVA RESOURCES LIMITED","RIR","Materials","0.0060","0.0060","0.0050","0.0000","84390"
"RIVERSGOLD LIMITED","RGL","Class Pend",,"","","",""
"RMA ENERGY LIMITED","RMT","Materials",,"0.0040","0.0040","0.0000","376000"
"RMG LIMITED","RMG","Materials","0.0130","0.0130","0.0130","-0.0017","730"
"RNY PROPERTY TRUST","RNY","Real Estate","0.0160","0.0160","0.0160","0.0000","15843"
"ROBO 3D LIMITED","RBO","Capital Goods","0.0480","0.0480","0.0470","-0.0019","52771"
"ROTO-GRO INTERNATIONAL LIMITED","RGI","Capital Goods","0.3400","0.3400","0.3400","-0.0097","39000"
"ROX RESOURCES LIMITED","RXL","Materials","0.0130","0.0130","0.0130","0.0000","200000"
"ROYAL WOLF HOLDINGS LIMITED","RWH","Commercial & Professional Services","1.7450","1.7450","1.7450","0.0000","400"
"ROYALCO RESOURCES LIMITED","RCO","Materials",,"0.2150","0.2150","","1800"
"RPMGLOBAL HOLDINGS LIMITED","RUL","Software & Services","0.7200","0.7200","0.7100","-0.0020","39846"
"RTG MINING INC.","RTG","Materials",,"","","",""
"RUBICOR GROUP LIMITED","RUB","Commercial & Professional Services","0.0400","0.0400","0.0400","0.0000","50000"
"RUMBLE RESOURCES LIMITED","RTR","Materials","0.0680","0.0680","0.0680","0.0000","9473"
"RURAL FUNDS GROUP","RFF","Real Estate","2.1400","2.1600","2.1300","-0.0199","66845"
"RURALCO HOLDINGS LIMITED","RHL","Retailing","2.7800","2.8000","2.7800","-0.0247","2750"
"RXP SERVICES LIMITED","RXP","Software & Services","0.8450","0.8500","0.8450","0.0051","35320"
"RYDER CAPITAL LIMITED","RYD","Not Applic","1.2100","1.2100","1.2100","0.0203","5000"
"S2 RESOURCES LTD","S2R","Materials","0.1600","0.1600","0.1600","0.0107","45148"
"SABRE RESOURCES LIMITED","SBR","Materials","0.0120","0.0120","0.0120","0.0024","196177"
"SACGASCO LIMITED","SGC","Energy","0.1700","0.1750","0.1700","-0.0049","204095"
"SAFEROADS HOLDINGS LIMITED","SRH","Capital Goods","0.1250","0.1250","0.1250","-0.0048","17000"
"SAGALIO ENERGY LIMITED","SAN","Materials",,"0.0110","0.0110","","39000"
"SALMAT LIMITED","SLM","Commercial & Professional Services","0.4700","0.4700","0.4700","0.0000","51042"
"SALT LAKE POTASH LIMITED","SO4","Materials","0.4550","0.4550","0.4550","0.0000","7054"
"SAMSON OIL & GAS LIMITED","SSN","Energy","0.0020","0.0020","0.0020","0.0000","166667"
"SANDFIRE RESOURCES NL","SFR","Materials","5.9450","5.9700","5.9300","-0.0048","242110"
"SANDON CAPITAL INVESTMENTS LIMITED","SNC","Not Applic",,"","","",""
"SANTANA MINERALS LIMITED","SMI","Materials","0.0300","0.0300","0.0300","0.0000","89037"
"SANTOS LIMITED","STO","Energy","4.0650","4.0800","4.0550","0.0000","3310664"
"SARACEN MINERAL HOLDINGS LIMITED","SAR","Materials","1.3120","1.3150","1.3000","0.0121","825144"
"SAUNDERS INTERNATIONAL LIMITED","SND","Capital Goods","0.6000","0.6000","0.6000","0.0000","20000"
"SAYONA MINING LIMITED","SYA","Materials","0.0120","0.0120","0.0120","-0.0009","603638"
"SCENTRE GROUP","SCG","Real Estate","3.8800","3.8800","3.8700","0.0000","647386"
"SCENTRE GROUP TRUST 1","SCW","Real Estate",,"","","",""
"SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2","SCA","Not Applic",,"","","",""
"SCHAFFER CORPORATION LIMITED","SFC","Automobiles & Components","7.9900","7.9900","7.9900","-0.0200","57"
"SCIDEV LTD","SDV","Materials","0.0150","0.0150","0.0150","0.0000","144334"
"SCIGEN LIMITED","SIE","Pharmaceuticals, Biotechnology & Life Sciences",,"0.0500","0.0500","-0.0046","40000"
"SCOTTISH PACIFIC GROUP LIMITED","SCO","Diversified Financials","2.8400","2.8800","2.8300","-0.0199","13198"
"SCOUT SECURITY LIMITED","SCT","Class Pend",,"","","",""
"SDI LIMITED","SDI","Health Care Equipment & Services","0.6050","0.6050","0.6050","0.0154","629"
"SEAFARMS GROUP LIMITED","SFG","Food, Beverage & Tobacco","0.0750","0.0750","0.0750","0.0000","20000"
"SEALINK TRAVEL GROUP LIMITED","SLK","Consumer Services","4.2800","4.2900","4.1900","0.0098","8293"
"SEARCH PARTY GROUP LTD","SP1","Software & Services","0.0010","0.0010","0.0010","0.0000","250000"
"SECOS GROUP LTD","SES","Materials","0.0750","0.0750","0.0750","-0.0047","20000"
"SECURE2GO GROUP LIMITED","S2G","Class Pend",,"","","",""
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2011-1","SAC","Not Applic",,"","","",""
"SEEK LIMITED","SEK","Commercial & Professional Services","16.7600","16.8000","16.7500","0.0251","109672"
"SEGUE RESOURCES LIMITED","SEG","Materials","0.0460","0.0470","0.0450","0.0000","371455"
"SELECT HARVESTS LIMITED","SHV","Food, Beverage & Tobacco","4.0100","4.2200","4.0000","-0.0100","192413"
"SENETAS CORPORATION LIMITED","SEN","Technology Hardware & Equipment","0.0890","0.0890","0.0890","0.0000","66196"
"SENEX ENERGY LIMITED","SXY","Energy","0.3220","0.3250","0.3200","0.0000","7684"
"SENSERA LIMITED","SE1","Semiconductors & Semiconductor Equipment","0.3350","0.3500","0.3350","-0.0049","129000"
"SEQUOIA FINANCIAL GROUP LTD","SEQ","Diversified Financials","0.3050","0.3050","0.3050","0.0000","22250"
"SERIES 2007-2 REDS TRUST","REQ","Not Applic",,"","","",""
"SERIES 2009-1 WST TRUST","WSC","Not Applic",,"","","",""
"SERIES 2010-1 REDS TRUST","REK","Not Applic",,"","","",""
"SERIES 2010-2 REDS TRUST","RDA","Not Applic",,"","","",""
"SERIES 2011-1 WST TRUST","WSH","Not Applic",,"","","",""
"SERIES 2011-2 WST TRUST","WSJ","Not Applic",,"","","",""
"SERIES 2011-3 WST TRUST","WSN","Not Applic",,"","","",""
"SERIES 2012-1 WST TRUST","WSO","Not Applic",,"","","",""
"SERIES 2012-1E REDS TRUST","RFB","Not Applic",,"","","",""
"SERIES 2013-1 HARVEY TRUST","HTB","Not Applic",,"","","",""
"SERIES 2013-1 WST TRUST","WSQ","Not Applic",,"","","",""
"SERIES 2013-2 WST TRUST","WSD","Not Applic",,"","","",""
"SERIES 2014-1 WST TRUST","WSZ","Not Applic",,"","","",""
"SERIES 2014-2 WST TRUST","WEK","Not Applic",,"","","",""
"SERIES 2015-1 WST TRUST","WEJ","Not Applic",,"","","",""
"SERIES 2017-1 REDS TRUST","RFC","Not Applic",,"","","",""
"SERVCORP LIMITED","SRV","Real Estate","5.6850","5.7900","5.6500","0.0148","16870"
"SERVICE STREAM LIMITED","SSM","Capital Goods","1.4570","1.4700","1.4570","-0.0031","37119"
"SERVTECH GLOBAL HOLDINGS LTD","SVT","Software & Services","0.0640","0.0640","0.0640","0.0010","50000"
"SEVEN GROUP HOLDINGS LIMITED","SVW","Capital Goods","12.0200","12.0700","12.0100","0.0096","121300"
"SEVEN WEST MEDIA LIMITED","SWM","Media","0.6450","0.6500","0.6400","0.0050","455116"
"SEYMOUR WHYTE LIMITED","SWL","Capital Goods","1.3800","1.3850","1.3650","0.0000","122124"
"SG FLEET GROUP LIMITED","SGF","Commercial & Professional Services","3.9200","3.9300","3.9000","0.0000","4910"
"SHAREROOT LTD","SRO","Software & Services","0.0080","0.0080","0.0080","0.0000","2960000"
"SHARK MITIGATION SYSTEMS LIMITED","SM8","Technology Hardware & Equipment","0.0520","0.0520","0.0520","0.0010","2223"
"SHAVER SHOP GROUP LIMITED","SSG","Retailing","0.4500","0.4500","0.4500","0.0050","260388"
"SHAW RIVER MANGANESE LIMITED","SRR","Materials",,"","","",""
"SHEFFIELD RESOURCES LIMITED","SFX","Materials","0.6900","0.6900","0.6700","0.0000","11500"
"SHENHUA INTERNATIONAL LIMITED","SHU","Consumer Durables & Apparel",,"0.1400","0.1400","0.0000","10000"
"SHINE CORPORATE LTD","SHJ","Consumer Services","0.6000","0.6050","0.6000","0.0101","26339"
"SHINHAN BANK.","SHZ","Not Applic",,"","","",""
"SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP","SCP","Real Estate","2.2750","2.2750","2.2700","0.0000","115945"
"SHREE MINERALS LIMITED","SHH","Materials","0.0130","0.0130","0.0130","0.0011","125000"
"SHRIRO HOLDINGS LIMITED","SHM","Consumer Durables & Apparel","1.2700","1.2700","1.2500","0.0203","23479"
"SIBURAN RESOURCES LIMITED","SBU","Materials","0.0030","0.0030","0.0030","-0.0008","187545"
"SIENNA CANCER DIAGNOSTICS LIMITED","SDX","Pharmaceuticals, Biotechnology & Life Sciences","0.1250","0.1250","0.1250","-0.0048","10000"
"SIETEL LIMITED","SSL","Real Estate",,"5.3000","5.3000","","250"
"SIGMA HEALTHCARE LIMITED","SIG","Health Care Equipment & Services","0.8150","0.8150","0.8100","0.0051","204640"
"SIHAYO GOLD LIMITED","SIH","Materials","0.0130","0.0130","0.0130","0.0000","126076"
"SILEX SYSTEMS LIMITED","SLX","Semiconductors & Semiconductor Equipment","0.3100","0.3100","0.3100","-0.0049","2000"
"SILVER CHEF LIMITED","SIV","Capital Goods","7.4400","7.5800","7.4400","0.0000","6239"
"SILVER CITY MINERALS LIMITED","SCI","Materials","0.0380","0.0390","0.0380","0.0000","215000"
"SILVER HERITAGE GROUP LIMITED","SVH","Consumer Services","0.1100","0.1100","0.1100","0.0052","50000"
"SILVER LAKE RESOURCES LIMITED","SLR","Materials","0.4000","0.4000","0.3950","0.0030","35435"
"SILVER MINES LIMITED","SVL","Materials","0.0850","0.0880","0.0850","-0.0010","112694"
"SIMAVITA LIMITED","SVA","Health Care Equipment & Services","0.0240","0.0240","0.0240","-0.0010","30858"
"SIMONDS GROUP LIMITED","SIO","Consumer Durables & Apparel","0.3250","0.3300","0.3200","0.0051","616522"
"SIMS METAL MANAGEMENT LIMITED","SGM","Materials","13.4100","13.5050","13.4000","0.0094","241981"
"SINO GAS & ENERGY HOLDINGS LIMITED","SEH","Energy","0.1000","0.1020","0.0980","0.0010","1085418"
"SINOVUS MINING LIMITED","SNV","Materials",,"","","",""
"SIPA RESOURCES LIMITED","SRI","Materials","0.0110","0.0110","0.0110","0.0000","1006000"
"SIRTEX MEDICAL LIMITED","SRX","Pharmaceuticals, Biotechnology & Life Sciences","14.6300","14.7100","14.6000","0.0702","44424"
"SITE GROUP INTERNATIONAL LIMITED","SIT","Consumer Services","0.0370","0.0370","0.0360","-0.0019","270000"
"SIV ASSET MANAGEMENT LIMITED","SAM","Diversified Financials","0.0730","0.0730","0.0730","0.0010","10000"
"SKIN ELEMENTS LIMITED","SKN","Household & Personal Products",,"0.1600","0.1600","0.0107","7100"
"SKY AND SPACE GLOBAL LTD","SAS","Telecommunication Services","0.1800","0.1800","0.1800","-0.0049","5000"
"SKY NETWORK TELEVISION LIMITED.","SKT","Media","2.6100","2.6100","2.5900","0.0151","96254"
"SKYCITY ENTERTAINMENT GROUP LIMITED","SKC","Consumer Services","3.3800","3.3900","3.3700","0.0203","48254"
"SKYDIVE THE BEACH GROUP LIMITED","SKB","Consumer Services","0.7100","0.7100","0.7000","0.0102","39268"
"SKYFII LTD","SKF","Software & Services","0.0590","0.0590","0.0590","0.0032","25000"
"SKYLAND PETROLEUM  GROUP LIMITED","SKP","Energy",,"","","",""
"SLATER & GORDON LIMITED","SGH","Consumer Services","0.0710","0.0710","0.0690","0.0000","740718"
"SMART ABS SERIES 2014-2E TRUST","SAB","Not Applic",,"","","",""
"SMART ABS SERIES 2014-4 TRUST","SSE","Not Applic",,"","","",""
"SMART ABS SERIES 2015-2 TRUST","SMT","Not Applic",,"","","",""
"SMART ABS SERIES 2015-4E TRUST","SXB","Not Applic",,"","","",""
"SMART ABS SERIES 2016-1 TRUST","SS6","Not Applic",,"","","",""
"SMART ABS SERIES 2016-3 TRUST","SAZ","Not Applic",,"","","",""
"SMART ABS SERIES 2017-1 TRUST","SSF","Not Applic",,"","","",""
"SMART PARKING LIMITED","SPZ","Technology Hardware & Equipment","0.2400","0.2400","0.2400","0.0000","15238"
"SMARTGROUP CORPORATION LTD","SIQ","Commercial & Professional Services","9.4700","9.5900","9.4100","-0.1089","49056"
"SMARTPAY HOLDINGS LIMITED","SMP","Telecommunication Services",,"","","",""
"SMARTTRANS HOLDINGS LTD","SMA","Software & Services","0.0050","0.0050","0.0050","0.0000","1045911"
"SML CORPORATION LIMITED","SOP","Materials","0.0390","0.0390","0.0380","0.0000","26000"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.","SMX","Software & Services",,"1.7950","1.7900","0.0000","473812"
"SOMNOMED LIMITED","SOM","Health Care Equipment & Services","3.7500","3.7500","3.7500","-0.0296","3897"
"SONIC HEALTHCARE LIMITED","SHL","Health Care Equipment & Services","20.7900","20.8000","20.7600","0.0291","107174"
"SOON MINING LIMITED","SMG","Materials","0.2500","0.2500","0.2500","0.0000","20000"
"SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED","SAY","Materials",,"","","",""
"SOUTH EAST ASIA RESOURCES LIMITED","SXI","Materials",,"","","",""
"SOUTH PACIFIC RESOURCES LIMITED","SPB","Energy",,"","","",""
"SOUTH32 LIMITED","S32","Materials","3.3150","3.3400","3.3100","0.0302","1558528"
"SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","SXE","Capital Goods","0.7450","0.7550","0.7450","0.0000","46218"
"SOUTHERN CROSS EXPLORATION N.L.","SXX","Materials","0.0070","0.0090","0.0070","-0.0009","551429"
"SOUTHERN CROSS MEDIA GROUP LIMITED","SXL","Media","1.1150","1.1350","1.1120","0.0030","825763"
"SOUTHERN GOLD LIMITED","SAU","Materials","0.2950","0.2950","0.2950","-0.0049","2088"
"SOUTHERN HEMISPHERE MINING LIMITED","SUH","Materials",,"","","",""
"SOVEREIGN METALS LIMITED","SVM","Materials","0.1400","0.1400","0.1400","0.0000","2958"
"SPARK INFRASTRUCTURE GROUP","SKI","Utilities","2.4650","2.4700","2.4550","0.0000","256524"
"SPARK NEW ZEALAND LIMITED","SPK","Telecommunication Services","3.3250","3.3300","3.3100","-0.0050","113189"
"SPDR S&P/ASX 200 FUND","STW","Not Applic","53.2500","53.3000","53.2400","0.0479","18861"
"SPDR S&P/ASX 200 LISTED PROPERTY FUND","SLF","Not Applic","12.1600","12.1600","12.1400","0.0000","4606"
"SPDR S&P/ASX 50 FUND","SFY","Not Applic","52.8400","52.8700","52.8400","0.0423","2264"
"SPECIALTY FASHION GROUP LIMITED","SFH","Retailing","0.2900","0.2900","0.2850","0.0104","87008"
"SPECTRUM RARE EARTHS LIMITED","SPX","Materials",,"0.0070","0.0070","0.0000","16000"
"SPECTUR LIMITED","SP3","Technology Hardware & Equipment","0.2950","0.2950","0.2950","0.0000","3400"
"SPEEDCAST INTERNATIONAL LIMITED","SDA","Telecommunication Services","4.1750","4.1900","4.1600","0.0150","56404"
"SPICERS LIMITED","SRS","Capital Goods","0.0330","0.0330","0.0330","0.0010","30554"
"SPIRIT TELECOM LIMITED","ST1","Telecommunication Services","0.1200","0.1200","0.1200","0.0000","8000"
"SPITFIRE MATERIALS LTD","SPI","Materials","0.1200","0.1200","0.1200","0.0000","50000"
"SPOOKFISH LIMITED","SFI","Software & Services",,"","","",""
"SPORTSHERO LIMITED","SHO","Software & Services","0.0550","0.0550","0.0550","-0.0028","141495"
"SPOTLESS GROUP HOLDINGS LIMITED","SPO","Commercial & Professional Services","1.0820","1.0900","1.0800","0.0000","3754"
"SPRING FG LIMITED","SFL","Diversified Financials","0.2000","0.2000","0.1950","0.0000","50000"
"SPRINTEX LIMITED","SIX","Automobiles & Components","0.1600","0.1600","0.1600","-0.0048","9000"
"SRG LIMITED.","SRG","Capital Goods","1.4000","1.4050","1.3800","0.0151","1986"
"ST BARBARA LIMITED","SBM","Materials","2.5850","2.6050","2.5800","-0.0049","424405"
"ST GEORGE MINING LIMITED","SGQ","Materials","0.1150","0.1200","0.1150","0.0000","140990"
"STANMORE COAL LIMITED","SMR","Energy","0.3900","0.3900","0.3900","0.0000","67377"
"STARGROUP LIMITED","STL","Technology Hardware & Equipment","0.0210","0.0210","0.0210","0.0011","1033350"
"STARPHARMA HOLDINGS LIMITED","SPL","Pharmaceuticals, Biotechnology & Life Sciences","1.3600","1.3800","1.3550","0.0101","65875"
"STAVELY MINERALS LIMITED","SVY","Materials","0.1450","0.1500","0.1450","0.0107","80000"
"STEADFAST GROUP LIMITED","SDF","Insurance","2.7700","2.7950","2.7700","-0.0199","213815"
"STEAMSHIPS TRADING COMPANY LIMITED","SST","Capital Goods","21.0000","21.0000","21.0000","0.0000","40"
"STELLAR RESOURCES LIMITED","SRZ","Materials","0.0150","0.0150","0.0150","0.0000","339887"
"STEMCELL UNITED LIMITED","SCU","Pharmaceuticals, Biotechnology & Life Sciences","0.0250","0.0260","0.0250","0.0000","42998"
"STERLING PLANTATIONS LIMITED","SBI","Food, Beverage & Tobacco",,"0.0080","0.0080","0.0000","20000"
"STIRFIRE LIMITED","SFS","Class Pend",,"","","",""
"STOCKLAND","SGP","Real Estate","4.2400","4.2600","4.2400","-0.0199","644725"
"STOKES LIMITED","SKS","Capital Goods","0.2700","0.2800","0.2700","0.0000","5000"
"STONE RESOURCES AUSTRALIA LIMITED","SHK","Materials",,"","","",""
"STONEWALL RESOURCES LIMITED","SWJ","Materials",,"","","",""
"STORY-I LIMITED","SRY","Retailing","0.0290","0.0290","0.0290","-0.0010","800000"
"STRANDLINE RESOURCES LIMITED","STA","Materials","0.0050","0.0050","0.0050","-0.0008","166666"
"STRATA-X ENERGY LIMITED","SXA","Energy",,"0.0280","0.0280","0.0010","18037"
"STRATEGIC ELEMENTS LIMITED","SOR","Diversified Financials","0.0890","0.0890","0.0870","-0.0010","29915"
"STRATEGIC ENERGY RESOURCES LIMITED","SER","Materials","0.0070","0.0070","0.0070","0.0000","419000"
"STRATEGIC MINERALS CORPORATION NL","SMC","Materials","0.3000","0.3000","0.3000","-0.0188","2200"
"STREAM GROUP LIMITED","SGO","Software & Services",,"","","",""
"STRIKE ENERGY LIMITED","STX","Energy","0.0760","0.0760","0.0760","0.0000","6797"
"STRIKE RESOURCES LIMITED","SRK","Materials","0.0390","0.0390","0.0390","-0.0010","25257"
"STRUCTURAL MONITORING SYSTEMS PLC","SMN","Technology Hardware & Equipment","1.2600","1.2700","1.2550","0.0050","13249"
"SUBZERO GROUP LIMITED","SZG","Capital Goods",,"","","",""
"SUCCESS GLOBAL MEDIA LIMITED","SGU","Consumer Services","0.0350","0.0350","0.0350","-0.0010","25000"
"SUDA LTD","SUD","Pharmaceuticals, Biotechnology & Life Sciences","0.0190","0.0190","0.0190","0.0011","520000"
"SUGAR DRAGON LIMITED","SDC","Class Pend",,"","","",""
"SUMATRA COPPER & GOLD PLC","SUM","Materials","0.0160","0.0160","0.0160","-0.0009","120552"
"SUMMERSET GROUP HOLDINGS LIMITED","SNZ","Health Care Equipment & Services",,"4.7000","4.7000","-0.0881","1000"
"SUMMIT RESOURCES LIMITED","SMM","Energy","0.1200","0.1200","0.1200","-0.0240","6416"
"SUN RESOURCES NL","SUR","Energy","0.0050","0.0050","0.0050","-0.0008","6000"
"SUNBRIDGE GROUP LIMITED","SBB","Retailing","0.0110","0.0110","0.0110","0.0011","45455"
"SUNCORP GROUP LIMITED","SUN","Insurance","13.2400","13.2600","13.2200","0.0199","344687"
"SUNCORP-METWAY LIMITED .","SBK","Insurance",,"","","",""
"SUNDANCE ENERGY AUSTRALIA LIMITED","SEA","Energy","0.0590","0.0590","0.0590","-0.0010","244090"
"SUNDANCE RESOURCES LIMITED","SDL","Materials","0.0030","0.0030","0.0030","0.0000","999300"
"SUNLAND GROUP LIMITED","SDG","Real Estate","1.6700","1.6850","1.6650","0.0000","2785"
